row,col,model,formula,mse,rmse,mae,r2
5,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,18,幂函数,y = 71.683073 × x^0.371506,3.717395,1.928055,1.621510,0.998424
5,18,对数函数,y = 24.322965 + 66.940116 × ln(x),5.622049,2.371086,2.027152,0.997617
5,18,指数函数,y = 112.752841 × e^(0.026754×x),73.210256,8.556299,6.771339,0.968972
5,18,3元多项式,y = 0.026894×x³ + -1.357428×x² + 23.164220×x + 45.768533,0.022161,0.148866,0.125022,0.999991
5,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,19,幂函数,y = 71.196874 × x^0.374655,3.589454,1.894585,1.594109,0.998479
5,19,对数函数,y = 23.136014 + 67.488364 × ln(x),5.807898,2.409958,2.065881,0.997538
5,19,指数函数,y = 112.474447 × e^(0.027125×x),72.364105,8.506709,6.731223,0.969330
5,19,3元多项式,y = 0.027928×x³ + -1.392732×x² + 23.485919×x + 44.668070,0.019101,0.138206,0.115090,0.999992
5,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,20,幂函数,y = 70.692041 × x^0.375427,3.736537,1.933012,1.627584,0.998416
5,20,对数函数,y = 21.802539 + 67.652683 × ln(x),5.523105,2.350129,2.011941,0.997659
5,20,指数函数,y = 112.411237 × e^(0.026819×x),72.364137,8.506711,6.727428,0.969330
5,20,3元多项式,y = 0.029843×x³ + -1.480242×x² + 24.258970×x + 41.947229,0.016741,0.129386,0.103263,0.999993
5,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,21,幂函数,y = 71.449481 × x^0.372131,4.166099,2.041102,1.717940,0.998234
5,21,对数函数,y = 23.589651 + 67.124049 × ln(x),4.854810,2.203363,1.874046,0.997942
5,21,指数函数,y = 112.710602 × e^(0.026679×x),73.573118,8.577477,6.778244,0.968818
5,21,3元多项式,y = 0.034041×x³ + -1.655871×x² + 25.737911×x + 39.385635,0.015321,0.123780,0.091452,0.999994
5,22,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,22,幂函数,y = 72.621457 × x^0.369533,4.511608,2.124055,1.783715,0.998088
5,22,对数函数,y = 26.424944 + 66.704583 × ln(x),4.374029,2.091418,1.774936,0.998146
5,22,指数函数,y = 112.946673 × e^(0.027139×x),74.559582,8.634789,6.820887,0.968400
5,22,3元多项式,y = 0.038657×x³ + -1.825798×x² + 27.092718×x + 38.266318,0.014866,0.121925,0.087228,0.999994
5,23,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,23,幂函数,y = 72.954645 × x^0.368848,4.603247,2.145518,1.801093,0.998049
5,23,对数函数,y = 27.225932 + 66.593585 × ln(x),4.253840,2.062484,1.748277,0.998197
5,23,指数函数,y = 113.008489 × e^(0.027285×x),74.806798,8.649092,6.830541,0.968295
5,23,3元多项式,y = 0.040383×x³ + -1.888805×x² + 27.581435×x + 37.764905,0.013729,0.117169,0.084903,0.999994
5,24,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,24,幂函数,y = 73.089415 × x^0.368247,4.715539,2.171529,1.821373,0.998001
5,24,对数函数,y = 27.527491 + 66.500804 × ln(x),4.102698,2.025512,1.718188,0.998261
5,24,指数函数,y = 113.064333 × e^(0.027251×x),75.093654,8.665659,6.842879,0.968174
5,24,3元多项式,y = 0.040633×x³ + -1.900084×x² + 27.683987×x + 37.654701,0.012973,0.113900,0.082989,0.999995
5,25,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,25,幂函数,y = 73.119859 × x^0.367088,4.883669,2.209902,1.852178,0.997930
5,25,对数函数,y = 27.557657 + 66.313780 × ln(x),3.895374,1.973670,1.671597,0.998349
5,25,指数函数,y = 113.169477 × e^(0.026957×x),75.540950,8.691430,6.861314,0.967984
5,25,3元多项式,y = 0.040763×x³ + -1.916137×x² + 27.839456×x + 37.071728,0.012113,0.110057,0.080433,0.999995
5,26,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,26,幂函数,y = 74.094700 × x^0.365091,5.200931,2.280555,1.908662,0.997796
5,26,对数函数,y = 29.870374 + 65.993194 × ln(x),3.538888,1.881193,1.586482,0.998500
5,26,指数函数,y = 113.350800 × e^(0.027376×x),76.339094,8.737225,6.895547,0.967646
5,26,3元多项式,y = 0.045373×x³ + -2.080517×x² + 29.087963×x + 36.042247,0.013019,0.114101,0.083042,0.999994
5,27,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,27,幂函数,y = 74.984712 × x^0.361699,5.710756,2.389719,1.997907,0.997580
5,27,对数函数,y = 31.907270 + 65.441260 × ln(x),3.013363,1.735904,1.453175,0.998723
5,27,指数函数,y = 113.657406 × e^(0.027308×x),77.668718,8.812986,6.953345,0.967082
5,27,3元多项式,y = 0.048570×x³ + -2.206136×x² + 30.050530×x + 35.113319,0.013530,0.116320,0.086015,0.999994
5,28,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,28,幂函数,y = 74.752736 × x^0.360634,5.912624,2.431589,2.031752,0.997494
5,28,对数函数,y = 31.300795 + 65.271608 × ln(x),2.827387,1.681484,1.402290,0.998802
5,28,指数函数,y = 113.754225 × e^(0.026773×x),78.124569,8.838810,6.972714,0.966889
5,28,3元多项式,y = 0.047236×x³ + -2.178219×x² + 29.912570×x + 34.542005,0.013974,0.118211,0.088290,0.999994
5,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,29,幂函数,y = 74.651930 × x^0.361287,6.027371,2.455070,2.050135,0.997445
5,29,对数函数,y = 31.029257 + 65.403515 × ln(x),2.711907,1.646787,1.375054,0.998851
5,29,指数函数,y = 113.701717 × e^(0.026851×x),78.155714,8.840572,6.973493,0.966876
5,29,3元多项式,y = 0.047361×x³ + -2.182123×x² + 29.993833×x + 34.179801,0.013093,0.114425,0.086316,0.999994
5,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,30,幂函数,y = 74.288700 × x^0.361792,6.153608,2.480647,2.070813,0.997392
5,30,对数函数,y = 30.116103 + 65.509915 × ln(x),2.585754,1.608028,1.344775,0.998904
5,30,指数函数,y = 113.662440 × e^(0.026627×x),78.239901,8.845332,6.976981,0.966840
5,30,3元多项式,y = 0.045699×x³ + -2.128789×x² + 29.668833×x + 34.020944,0.011865,0.108925,0.082448,0.999995
5,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,31,幂函数,y = 74.847258 × x^0.358979,6.660848,2.580862,2.151238,0.997177
5,31,对数函数,y = 31.361648 + 65.055960 × ln(x),2.161318,1.470142,1.225122,0.999084
5,31,指数函数,y = 113.917480 × e^(0.026388×x),79.430812,8.912397,7.028128,0.966335
5,31,3元多项式,y = 0.046701×x³ + -2.178371×x² + 30.090529×x + 33.580412,0.011619,0.107792,0.081962,0.999995
5,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
5,32,幂函数,y = 77.093995 × x^0.359082,7.111590,2.666756,2.221648,0.996986
5,32,对数函数,y = 36.632646 + 65.120904 × ln(x),1.837141,1.355412,1.119632,0.999221
5,32,指数函数,y = 113.919894 × e^(0.028674×x),79.938616,8.940840,7.048967,0.966120
5,32,3元多项式,y = 0.061755×x³ + -2.644932×x² + 33.346094×x + 32.018826,0.011231,0.105976,0.080304,0.999995
6,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,1,幂函数,y = 77.565178 × x^0.358246,5.863576,2.421482,2.036772,0.997515
6,1,对数函数,y = 37.998304 + 64.832040 × ln(x),2.916638,1.707817,1.408233,0.998764
6,1,指数函数,y = 113.962980 × e^(0.028944×x),78.802507,8.877078,7.020186,0.966602
6,1,3元多项式,y = 0.048446×x³ + -2.128876×x² + 29.289847×x + 41.415070,0.039739,0.199346,0.167980,0.999983
6,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,2,幂函数,y = 74.443160 × x^0.364176,5.327530,2.308144,1.944323,0.997742
6,2,对数函数,y = 30.691440 + 65.841001 × ln(x),3.456391,1.859137,1.543368,0.998535
6,2,指数函数,y = 113.437024 × e^(0.027465×x),76.867663,8.767421,6.934821,0.967422
6,2,3元多项式,y = 0.039882×x³ + -1.862212×x² + 27.414853×x + 40.002472,0.038788,0.196946,0.164770,0.999984
6,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,3,幂函数,y = 72.823844 × x^0.368913,4.866248,2.205957,1.862540,0.997938
6,3,对数函数,y = 26.836997 + 66.637220 × ln(x),3.995902,1.998975,1.663585,0.998306
6,3,指数函数,y = 113.013287 × e^(0.027161×x),75.265080,8.675545,6.863453,0.968101
6,3,3元多项式,y = 0.036923×x³ + -1.758498×x² + 26.637998×x + 39.314026,0.039325,0.198306,0.165574,0.999983
6,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,4,幂函数,y = 71.831126 × x^0.371071,4.593408,2.143224,1.811303,0.998053
6,4,对数函数,y = 24.434484 + 66.989484 × ln(x),4.346850,2.084910,1.739420,0.998158
6,4,指数函数,y = 112.817482 × e^(0.026761×x),74.444279,8.628110,6.826913,0.968449
6,4,3元多项式,y = 0.034190×x³ + -1.661908×x² + 25.869385×x + 39.422860,0.039773,0.199431,0.166450,0.999983
6,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,5,幂函数,y = 71.277225 × x^0.371718,4.433603,2.105612,1.780542,0.998121
6,5,对数函数,y = 23.083763 + 67.083527 × ln(x),4.565935,2.136805,1.785554,0.998065
6,5,指数函数,y = 112.756227 × e^(0.026387×x),74.091546,8.607645,6.811645,0.968598
6,5,3元多项式,y = 0.031949×x³ + -1.581012×x² + 25.195397×x + 39.962805,0.040788,0.201961,0.168919,0.999983
6,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,6,幂函数,y = 70.773006 × x^0.373119,4.276118,2.067878,1.748537,0.998188
6,6,对数函数,y = 21.848324 + 67.314351 × ln(x),4.776488,2.185518,1.833737,0.997976
6,6,指数函数,y = 112.629992 × e^(0.026265×x),73.611218,8.579698,6.789974,0.968802
6,6,3元多项式,y = 0.030157×x³ + -1.510728×x² + 24.611884×x + 40.550325,0.037957,0.194826,0.163153,0.999984
6,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,7,幂函数,y = 69.368318 × x^0.377967,3.842534,1.960238,1.659251,0.998371
6,7,对数函数,y = 18.371677 + 68.122102 × ln(x),5.438444,2.332047,1.964996,0.997695
6,7,指数函数,y = 112.192737 × e^(0.026166×x),71.979664,8.484083,6.715799,0.969493
6,7,3元多项式,y = 0.028218×x³ + -1.433853×x² + 23.965702×x + 40.196691,0.037628,0.193980,0.161643,0.999984
6,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,8,幂函数,y = 67.605674 × x^0.382991,3.410164,1.846663,1.565185,0.998555
6,8,对数函数,y = 13.888439 + 68.954718 × ln(x),6.196976,2.489373,2.104898,0.997374
6,8,指数函数,y = 111.738298 × e^(0.025735×x),70.322466,8.385849,6.641498,0.970196
6,8,3元多项式,y = 0.024479×x³ + -1.286190×x² + 22.677492×x + 40.702185,0.040980,0.202436,0.169079,0.999983
6,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,9,幂函数,y = 66.912626 × x^0.385002,3.176069,1.782153,1.512641,0.998654
6,9,对数函数,y = 12.122747 + 69.275189 × ln(x),6.645540,2.577894,2.184040,0.997183
6,9,指数函数,y = 111.553674 × e^(0.025570×x),69.571632,8.340961,6.607707,0.970514
6,9,3元多项式,y = 0.022420×x³ + -1.199880×x² + 21.877345×x + 41.728365,0.041219,0.203026,0.170404,0.999983
6,10,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,10,幂函数,y = 66.801896 × x^0.384697,3.119220,1.766131,1.497947,0.998678
6,10,对数函数,y = 11.846757 + 69.210084 × ln(x),6.756746,2.599374,2.206118,0.997136
6,10,指数函数,y = 111.578056 × e^(0.025384×x),69.537684,8.338926,6.606349,0.970528
6,10,3元多项式,y = 0.021690×x³ + -1.170863×x² + 21.589612×x + 42.208831,0.040492,0.201227,0.168745,0.999983
6,11,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,11,幂函数,y = 67.758899 × x^0.380693,3.392847,1.841968,1.560116,0.998562
6,11,对数函数,y = 14.300680 + 68.538878 × ln(x),6.221340,2.494261,2.114311,0.997363
6,11,指数函数,y = 111.938991 × e^(0.025296×x),70.778130,8.412974,6.662898,0.970003
6,11,3元多项式,y = 0.022689×x³ + -1.215908×x² + 21.996759×x + 42.314074,0.038319,0.195753,0.164110,0.999984
6,12,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,12,幂函数,y = 68.878497 × x^0.378852,3.375607,1.837283,1.555359,0.998569
6,12,对数函数,y = 17.257277 + 68.204497 × ln(x),6.255468,2.501093,2.122344,0.997349
6,12,指数函数,y = 112.099020 × e^(0.025925×x),71.121183,8.433338,6.678941,0.969857
6,12,3元多项式,y = 0.024276×x³ + -1.268946×x² + 22.429732×x + 43.296841,0.037505,0.193661,0.162569,0.999984
6,13,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,13,幂函数,y = 68.733117 × x^0.379050,3.293091,1.814687,1.532800,0.998604
6,13,对数函数,y = 16.907345 + 68.225545 × ln(x),6.419037,2.533582,2.157773,0.997279
6,13,指数函数,y = 112.079632 × e^(0.025834×x),70.995702,8.425895,6.674408,0.969910
6,13,3元多项式,y = 0.022555×x³ + -1.196722×x² + 21.780169×x + 44.633873,0.035750,0.189077,0.158794,0.999985
6,14,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,14,幂函数,y = 69.311796 × x^0.377658,3.286505,1.812872,1.527382,0.998607
6,14,对数函数,y = 18.420288 + 67.973093 × ln(x),6.454505,2.540572,2.168577,0.997264
6,14,指数函数,y = 112.201862 × e^(0.026043×x),71.317489,8.444968,6.689794,0.969774
6,14,3元多项式,y = 0.021660×x³ + -1.153855×x² + 21.397390×x + 46.454190,0.031827,0.178400,0.149980,0.999987
6,15,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,15,幂函数,y = 69.504575 × x^0.375695,3.393726,1.842207,1.550030,0.998562
6,15,对数函数,y = 18.880331 + 67.638708 × ln(x),6.245146,2.499029,2.135179,0.997353
6,15,指数函数,y = 112.377126 × e^(0.025715×x),71.888591,8.478714,6.715045,0.969532
6,15,3元多项式,y = 0.021281×x³ + -1.143240×x² + 21.290512×x + 46.704071,0.028753,0.169567,0.142586,0.999988
6,16,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,16,幂函数,y = 70.868925 × x^0.371625,3.705316,1.924920,1.619025,0.998430
6,16,对数函数,y = 22.271678 + 66.958239 × ln(x),5.670992,2.381385,2.032033,0.997596
6,16,指数函数,y = 112.742242 × e^(0.025976×x),73.180725,8.554573,6.771823,0.968984
6,16,3元多项式,y = 0.023979×x³ + -1.252950×x² + 22.265376×x + 46.243418,0.026001,0.161249,0.135658,0.999989
6,17,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,17,幂函数,y = 71.406756 × x^0.371676,3.736267,1.932943,1.628029,0.998416
6,17,对数函数,y = 23.621211 + 66.973640 × ln(x),5.591485,2.364632,2.017057,0.997630
6,17,指数函数,y = 112.738473 × e^(0.026523×x),73.191492,8.555203,6.770562,0.968980
6,17,3元多项式,y = 0.026621×x³ + -1.351552×x² + 23.115143×x + 45.357884,0.024020,0.154984,0.130309,0.999990
6,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,18,幂函数,y = 71.228649 × x^0.374068,3.583552,1.893027,1.593813,0.998481
6,18,对数函数,y = 23.219699 + 67.381179 × ln(x),5.828465,2.414221,2.066067,0.997530
6,18,指数函数,y = 112.524611 × e^(0.026998×x),72.450304,8.511774,6.736000,0.969294
6,18,3元多项式,y = 0.028056×x³ + -1.400076×x² + 23.526708×x + 44.565897,0.022352,0.149507,0.124453,0.999991
6,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,19,幂函数,y = 70.813871 × x^0.377226,3.460965,1.860367,1.565993,0.998533
6,19,对数函数,y = 22.206675 + 67.930905 × ln(x),6.015293,2.452609,2.105452,0.997451
6,19,指数函数,y = 112.245180 × e^(0.027441×x),71.614921,8.462560,6.695818,0.969648
6,19,3元多项式,y = 0.029217×x³ + -1.438470×x² + 23.877452×x + 43.531610,0.018476,0.135926,0.111041,0.999992
6,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,20,幂函数,y = 70.157381 × x^0.377782,3.583775,1.893086,1.595305,0.998481
6,20,对数函数,y = 20.486258 + 68.052119 × ln(x),5.780244,2.404214,2.058337,0.997550
6,20,指数函数,y = 112.199878 × e^(0.026919×x),71.628746,8.463377,6.692899,0.969642
6,20,3元多项式,y = 0.030043×x³ + -1.486904×x² + 24.324289×x + 41.194703,0.016519,0.128528,0.100850,0.999993
6,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,21,幂函数,y = 71.190588 × x^0.373680,4.061078,2.015212,1.695219,0.998279
6,21,对数函数,y = 22.968887 + 67.386827 × ln(x),5.021523,2.240876,1.906054,0.997872
6,21,指数函数,y = 112.571574 × e^(0.026842×x),73.067114,8.547930,6.754475,0.969032
6,21,3元多项式,y = 0.034983×x³ + -1.690118×x² + 26.024887×x + 38.538745,0.015488,0.124453,0.087985,0.999993
6,22,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,22,幂函数,y = 72.733025 × x^0.370719,4.458140,2.111431,1.773358,0.998111
6,22,对数函数,y = 26.719804 + 66.909943 × ln(x),4.464380,2.112908,1.788293,0.998108
6,22,指数函数,y = 112.840897 × e^(0.027584×x),74.191887,8.613471,6.802598,0.968556
6,22,3元多项式,y = 0.041539×x³ + -1.924991×x² + 27.865283×x + 37.108174,0.014672,0.121126,0.087948,0.999994
6,23,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,23,幂函数,y = 72.845620 × x^0.370740,4.474335,2.115262,1.774527,0.998104
6,23,对数函数,y = 26.994746 + 66.915783 × ln(x),4.444642,2.108232,1.786042,0.998116
6,23,指数函数,y = 112.839429 × e^(0.027705×x),74.201127,8.614008,6.802631,0.968552
6,23,3元多项式,y = 0.042418×x³ + -1.955063×x² + 28.095372×x + 36.860512,0.014889,0.122021,0.089077,0.999994
6,24,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,24,幂函数,y = 72.928852 × x^0.369712,4.631019,2.151980,1.804160,0.998037
6,24,对数函数,y = 27.155220 + 66.753005 × ln(x),4.222697,2.054920,1.742433,0.998210
6,24,指数函数,y = 112.934127 × e^(0.027499×x),74.650634,8.640060,6.821962,0.968361
6,24,3元多项式,y = 0.041896×x³ + -1.942338×x² + 28.022781×x + 36.900314,0.013388,0.115706,0.084555,0.999994
6,25,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,25,幂函数,y = 72.796578 × x^0.369288,4.722512,2.173134,1.820815,0.997998
6,25,对数函数,y = 26.802388 + 66.688910 × ln(x),4.106228,2.026383,1.717173,0.998260
6,25,指数函数,y = 112.973570 × e^(0.027244×x),74.854457,8.651847,6.830083,0.968275
6,25,3元多项式,y = 0.041482×x³ + -1.936048×x² + 28.006524×x + 36.501875,0.012893,0.113546,0.082708,0.999995
6,26,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,26,幂函数,y = 73.663098 × x^0.367420,4.970861,2.229543,1.866347,0.997893
6,26,对数函数,y = 28.874792 + 66.383840 × ln(x),3.813158,1.952731,1.648648,0.998384
6,26,指数函数,y = 113.142341 × e^(0.027598×x),75.544020,8.691606,6.859827,0.967983
6,26,3元多项式,y = 0.045354×x³ + -2.072859×x² + 29.034609×x + 35.761985,0.013450,0.115973,0.085035,0.999994
6,27,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,27,幂函数,y = 74.373794 × x^0.364030,5.440668,2.332524,1.950627,0.997694
6,27,对数函数,y = 30.491819 + 65.830666 × ln(x),3.287072,1.813028,1.523210,0.998607
6,27,指数函数,y = 113.448907 × e^(0.027355×x),76.848610,8.766334,6.916776,0.967430
6,27,3元多项式,y = 0.047109×x³ + -2.149515×x² + 29.641262×x + 35.171271,0.013094,0.114428,0.085254,0.999994
6,28,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,28,幂函数,y = 74.198542 × x^0.362866,5.657774,2.378608,1.987915,0.997602
6,28,对数函数,y = 30.013642 + 65.645883 × ln(x),3.071609,1.752601,1.467407,0.998698
6,28,指数函数,y = 113.555184 × e^(0.026848×x),77.353877,8.795105,6.938795,0.967216
6,28,3元多项式,y = 0.045938×x³ + -2.125815×x² + 29.529486×x + 34.646609,0.013803,0.117487,0.087965,0.999994
6,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,29,幂函数,y = 74.202768 × x^0.363469,5.762366,2.400493,2.004582,0.997558
6,29,对数函数,y = 29.997930 + 65.767885 × ln(x),2.958007,1.719886,1.442777,0.998746
6,29,指数函数,y = 113.506800 × e^(0.027017×x),77.387862,8.797037,6.939763,0.967201
6,29,3元多项式,y = 0.046477×x³ + -2.141871×x² + 29.688528×x + 34.358005,0.013147,0.114659,0.086699,0.999994
6,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,30,幂函数,y = 73.733452 × x^0.364170,5.853731,2.419449,2.019169,0.997519
6,30,对数函数,y = 28.826939 + 65.906079 × ln(x),2.859022,1.690864,1.421355,0.998788
6,30,指数函数,y = 113.449571 × e^(0.026740×x),77.387670,8.797026,6.939353,0.967201
6,30,3元多项式,y = 0.044574×x³ + -2.081129×x² + 29.307133×x + 34.139738,0.012372,0.111228,0.084497,0.999995
6,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,31,幂函数,y = 74.039368 × x^0.362258,6.267574,2.503512,2.087756,0.997344
6,31,对数函数,y = 29.480574 + 65.607605 × ln(x),2.476941,1.573830,1.319643,0.998950
6,31,指数函数,y = 113.625885 × e^(0.026506×x),78.306152,8.849076,6.979097,0.966812
6,31,3元多项式,y = 0.044822×x³ + -2.101278×x² + 29.521458×x + 33.759192,0.011355,0.106560,0.081045,0.999995
6,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
6,32,幂函数,y = 76.712430 × x^0.360990,6.762773,2.600533,2.166540,0.997134
6,32,对数函数,y = 35.801185 + 65.431444 × ln(x),2.079090,1.441905,1.201925,0.999119
6,32,指数函数,y = 113.747774 × e^(0.028846×x),79.160615,8.897225,7.014918,0.966450
6,32,3元多项式,y = 0.060239×x³ + -2.581618×x² + 32.871711×x + 32.611312,0.010928,0.104535,0.078808,0.999995
7,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,1,幂函数,y = 77.799104 × x^0.357322,5.963189,2.441964,2.052354,0.997473
7,1,对数函数,y = 38.521895 + 64.676054 × ln(x),2.826205,1.681132,1.385735,0.998802
7,1,指数函数,y = 114.045195 × e^(0.028911×x),79.131162,8.895570,7.034839,0.966462
7,1,3元多项式,y = 0.048138×x³ + -2.118441×x² + 29.218148×x + 41.817424,0.039936,0.199839,0.168435,0.999983
7,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,2,幂函数,y = 74.834211 × x^0.363412,5.384849,2.320528,1.954885,0.997718
7,2,对数函数,y = 31.625127 + 65.709731 × ln(x),3.399997,1.843908,1.528406,0.998559
7,2,指数函数,y = 113.504752 × e^(0.027645×x),77.109295,8.781190,6.946094,0.967319
7,2,3元多项式,y = 0.040529×x³ + -1.880589×x² + 27.540816×x + 40.396435,0.040469,0.201169,0.168856,0.999983
7,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,3,幂函数,y = 73.181935 × x^0.367675,4.937961,2.222152,1.876174,0.997907
7,3,对数函数,y = 27.703765 + 66.423106 × ln(x),3.908678,1.977038,1.643913,0.998343
7,3,指数函数,y = 113.122800 × e^(0.027178×x),75.620845,8.696025,6.879488,0.967950
7,3,3元多项式,y = 0.037180×x³ + -1.766983×x² + 26.686571×x + 39.714954,0.039562,0.198903,0.166564,0.999983
7,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,4,幂函数,y = 72.393619 × x^0.369588,4.727859,2.174364,1.836454,0.997996
7,4,对数函数,y = 25.804806 + 66.740353 × ln(x),4.169358,2.041901,1.701895,0.998233
7,4,指数函数,y = 112.950195 × e^(0.026917×x),74.924380,8.655887,6.847968,0.968245
7,4,3元多项式,y = 0.035716×x³ + -1.717769×x² + 26.305710×x + 39.327447,0.038831,0.197056,0.164160,0.999984
7,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,5,幂函数,y = 71.892373 × x^0.370368,4.591487,2.142776,1.811176,0.998054
7,5,对数函数,y = 24.588877 + 66.862338 × ln(x),4.350242,2.085723,1.740009,0.998156
7,5,指数函数,y = 112.878387 × e^(0.026631×x),74.585664,8.636299,6.833452,0.968389
7,5,3元多项式,y = 0.033670×x³ + -1.643821×x² + 25.706435×x + 39.796945,0.040111,0.200277,0.167487,0.999983
7,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,6,幂函数,y = 71.255362 × x^0.371830,4.438891,2.106868,1.779881,0.998119
7,6,对数函数,y = 23.024792 + 67.105506 × ln(x),4.541278,2.131027,1.786491,0.998075
7,6,指数函数,y = 112.747081 × e^(0.026395×x),74.091050,8.607616,6.810672,0.968598
7,6,3元多项式,y = 0.031773×x³ + -1.573789×x² + 25.142061×x + 40.045012,0.036209,0.190287,0.158665,0.999985
7,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,7,幂函数,y = 69.627033 × x^0.376466,4.028138,2.007022,1.697619,0.998293
7,7,对数函数,y = 18.982902 + 67.880157 × ln(x),5.149458,2.269242,1.906795,0.997818
7,7,指数函数,y = 112.329263 × e^(0.026023×x),72.524182,8.516113,6.739627,0.969263
7,7,3元多项式,y = 0.029370×x³ + -1.486359×x² + 24.431332×x + 39.273548,0.037568,0.193824,0.160342,0.999984
7,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,8,幂函数,y = 68.012659 × x^0.381672,3.586733,1.893867,1.605181,0.998480
7,8,对数函数,y = 14.905928 + 68.746986 × ln(x),5.881272,2.425133,2.043732,0.997507
7,8,指数函数,y = 111.859268 × e^(0.025793×x),70.818179,8.415354,6.662448,0.969986
7,8,3元多项式,y = 0.026391×x³ + -1.367597×x² + 23.417495×x + 39.420190,0.039489,0.198720,0.165098,0.999983
7,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,9,幂函数,y = 67.378439 × x^0.384010,3.366299,1.834748,1.556387,0.998573
7,9,对数函数,y = 13.298952 + 69.130518 × ln(x),6.275169,2.505029,2.116315,0.997340
7,9,指数函数,y = 111.646654 × e^(0.025773×x),70.017106,8.367623,6.627550,0.970325
7,9,3元多项式,y = 0.025099×x³ + -1.312713×x² + 22.923865×x + 39.827115,0.039039,0.197583,0.164529,0.999983
7,10,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
7,10,幂函数,y = 67.366183 × x^0.383090,3.344737,1.828862,1.550651,0.998582
7,10,对数函数,y = 13.274134 + 68.961183 × ln(x),6.315827,2.513131,2.125332,0.997323
7,10,指数函数,y = 111.726247 × e^(0.025525×x),70.164070,8.376400,6.633248,0.970263
