row,col,model,formula,mse,rmse,mae,r2
10,28,指数函数,y = 113.275505 × e^(0.027668×x),76.160237,8.726983,6.885788,0.967721
10,28,3元多项式,y = 0.046254×x³ + -2.104171×x² + 29.271887×x + 35.920105,0.011912,0.109140,0.082614,0.999995
10,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
10,29,幂函数,y = 74.275271 × x^0.366833,5.235692,2.288163,1.911544,0.997781
10,29,对数函数,y = 30.298658 + 66.313904 × ln(x),3.474241,1.863932,1.582299,0.998528
10,29,指数函数,y = 113.202561 × e^(0.028050×x),76.076402,8.722179,6.881882,0.967757
10,29,3元多项式,y = 0.047414×x³ + -2.135114×x² + 29.519021×x + 35.823197,0.010821,0.104023,0.078930,0.999995
10,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
10,30,幂函数,y = 73.792671 × x^0.367160,5.372184,2.317797,1.935577,0.997723
10,30,对数函数,y = 29.085648 + 66.390436 × ln(x),3.321467,1.822489,1.546625,0.998592
10,30,指数函数,y = 113.178682 × e^(0.027644×x),76.205525,8.729578,6.887255,0.967702
10,30,3元多项式,y = 0.045477×x³ + -2.079452×x² + 29.188124×x + 35.387460,0.010410,0.102030,0.077587,0.999996
10,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
10,31,幂函数,y = 73.946068 × x^0.365740,5.807010,2.409774,2.009747,0.997539
10,31,对数函数,y = 29.355684 + 66.186364 × ln(x),2.875540,1.695742,1.436434,0.998781
10,31,指数函数,y = 113.314248 × e^(0.027390×x),77.070208,8.778964,6.924908,0.967336
10,31,3元多项式,y = 0.045735×x³ + -2.101726×x² + 29.449330×x + 34.633858,0.010255,0.101265,0.076981,0.999996
10,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
10,32,幂函数,y = 75.565589 × x^0.367023,6.213096,2.492608,2.078525,0.997367
10,32,对数函数,y = 33.184923 + 66.465968 × ln(x),2.498869,1.580781,1.334370,0.998941
10,32,指数函数,y = 113.215475 × e^(0.029427×x),77.361896,8.795561,6.937387,0.967212
10,32,3元多项式,y = 0.056802×x³ + -2.436941×x² + 31.896977×x + 33.290846,0.008805,0.093837,0.071201,0.999996
11,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,1,幂函数,y = 76.172856 × x^0.362755,5.585300,2.363324,1.986932,0.997633
11,1,对数函数,y = 34.782189 + 65.616012 × ln(x),3.177091,1.782439,1.482428,0.998653
11,1,指数函数,y = 113.568560 × e^(0.028827×x),77.564180,8.807053,6.965797,0.967126
11,1,3元多项式,y = 0.044489×x³ + -1.992007×x² + 28.380757×x + 41.194781,0.034943,0.186929,0.157347,0.999985
11,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,2,幂函数,y = 73.530290 × x^0.369221,4.829656,2.197648,1.852223,0.997953
11,2,对数函数,y = 28.588393 + 66.689004 × ln(x),4.027969,2.006980,1.681277,0.998293
11,2,指数函数,y = 112.987174 × e^(0.027968×x),75.227558,8.673382,6.862659,0.968117
11,2,3元多项式,y = 0.037713×x³ + -1.764225×x² + 26.662903×x + 40.792533,0.035812,0.189241,0.158638,0.999985
11,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,3,幂函数,y = 71.864252 × x^0.373196,4.331363,2.081193,1.758144,0.998164
11,3,对数函数,y = 24.591352 + 67.336842 × ln(x),4.691532,2.165995,1.820607,0.998012
11,3,指数函数,y = 112.626101 × e^(0.027383×x),73.716095,8.585808,6.795077,0.968757
11,3,3元多项式,y = 0.033287×x³ + -1.607488×x² + 25.403557×x + 41.031363,0.036297,0.190518,0.159849,0.999985
11,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,4,幂函数,y = 70.794203 × x^0.374834,4.116389,2.028889,1.715474,0.998255
11,4,对数函数,y = 21.950642 + 67.600205 × ln(x),5.004998,2.237185,1.882927,0.997879
11,4,指数函数,y = 112.475870 × e^(0.026751×x),73.046677,8.546735,6.764451,0.969041
11,4,3元多项式,y = 0.030787×x³ + -1.523769×x² + 24.710644×x + 40.768936,0.036369,0.190707,0.159569,0.999985
11,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,5,幂函数,y = 70.652079 × x^0.374890,4.039328,2.009808,1.700118,0.998288
11,5,对数函数,y = 21.612840 + 67.598560 × ln(x),5.122048,2.263194,1.904445,0.997829
11,5,指数函数,y = 112.467351 × e^(0.026626×x),72.882004,8.537096,6.756073,0.969111
11,5,3元多项式,y = 0.031038×x³ + -1.536763×x² + 24.798353×x + 40.348042,0.035830,0.189289,0.157689,0.999985
11,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,6,幂函数,y = 70.203400 × x^0.375931,3.967717,1.991913,1.685006,0.998318
11,6,对数函数,y = 20.485803 + 67.775871 × ln(x),5.219649,2.284655,1.925649,0.997788
11,6,指数函数,y = 112.373943 × e^(0.026457×x),72.550133,8.517637,6.739250,0.969252
11,6,3元多项式,y = 0.030615×x³ + -1.524735×x² + 24.710895×x + 39.821410,0.031642,0.177881,0.147170,0.999987
11,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,7,幂函数,y = 68.800842 × x^0.380875,3.549681,1.884060,1.596364,0.998496
11,7,对数函数,y = 16.993290 + 68.597778 × ln(x),5.933300,2.435837,2.055392,0.997485
11,7,指数函数,y = 111.926594 × e^(0.026375×x),70.879073,8.418971,6.665295,0.969960
11,7,3元多项式,y = 0.029040×x³ + -1.463288×x² + 24.201032×x + 39.163520,0.034300,0.185203,0.152455,0.999985
11,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,8,幂函数,y = 67.231035 × x^0.386114,3.166034,1.779335,1.509920,0.998658
11,8,对数函数,y = 12.981921 + 69.473132 × ln(x),6.656883,2.580094,2.183084,0.997179
11,8,指数函数,y = 111.453319 × e^(0.026177×x),69.226806,8.320265,6.594485,0.970660
11,8,3元多项式,y = 0.026328×x³ + -1.355789×x² + 23.288219×x + 39.158736,0.035725,0.189009,0.156028,0.999985
11,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,9,幂函数,y = 66.743969 × x^0.388585,2.992933,1.730010,1.469009,0.998732
11,9,对数函数,y = 11.744032 + 69.884873 × ln(x),7.013906,2.648378,2.242811,0.997027
11,9,指数函数,y = 111.229114 × e^(0.026332×x),68.435146,8.272554,6.560659,0.970996
11,9,3元多项式,y = 0.026188×x³ + -1.346807×x² + 23.211377×x + 38.865670,0.035446,0.188270,0.155140,0.999985
11,10,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,10,幂函数,y = 67.080440 × x^0.388722,2.950296,1.717642,1.457701,0.998750
11,10,对数函数,y = 12.664984 + 69.901583 × ln(x),7.098974,2.664390,2.259921,0.996991
11,10,指数函数,y = 111.215565 × e^(0.026712×x),68.344690,8.267085,6.555920,0.971034
11,10,3元多项式,y = 0.026954×x³ + -1.369421×x² + 23.390928×x + 39.222446,0.035503,0.188422,0.155018,0.999985
11,11,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,11,幂函数,y = 67.840362 × x^0.385448,3.091165,1.758171,1.491205,0.998690
11,11,对数函数,y = 14.631125 + 69.341071 × ln(x),6.783073,2.604433,2.211551,0.997125
11,11,指数函数,y = 111.509061 × e^(0.026623×x),69.251041,8.321721,6.593927,0.970650
11,11,3元多项式,y = 0.027114×x³ + -1.376331×x² + 23.419720×x + 40.103346,0.032002,0.178891,0.147539,0.999986
11,12,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,12,幂函数,y = 68.151524 × x^0.385743,2.969592,1.723250,1.460377,0.998741
11,12,对数函数,y = 15.500974 + 69.371864 × ln(x),7.028867,2.651201,2.258720,0.997021
11,12,指数函数,y = 111.478917 × e^(0.027023×x),69.019250,8.307783,6.581882,0.970748
11,12,3元多项式,y = 0.027017×x³ + -1.361499×x² + 23.255444×x + 41.298164,0.032611,0.180586,0.149298,0.999986
11,13,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,13,幂函数,y = 67.799650 × x^0.386614,2.815657,1.677992,1.418525,0.998807
11,13,对数函数,y = 14.630198 + 69.499851 × ln(x),7.349633,2.711021,2.323156,0.996885
11,13,指数函数,y = 111.397671 × e^(0.026897×x),68.650190,8.285541,6.563039,0.970904
11,13,3元多项式,y = 0.024411×x³ + -1.254996×x² + 22.306424×x + 43.079454,0.030270,0.173984,0.143987,0.999987
11,14,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,14,幂函数,y = 67.919852 × x^0.385983,2.763692,1.662436,1.403282,0.998829
11,14,对数函数,y = 14.969246 + 69.376524 × ln(x),7.467445,2.732663,2.348143,0.996835
11,14,指数函数,y = 111.451963 × e^(0.026854×x),68.737570,8.290812,6.567795,0.970867
11,14,3元多项式,y = 0.022797×x³ + -1.187372×x² + 21.693492×x + 44.713045,0.026726,0.163482,0.136302,0.999989
11,15,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,15,幂函数,y = 68.355279 × x^0.383686,2.896523,1.701917,1.434993,0.998772
11,15,对数函数,y = 16.061706 + 68.990357 × ln(x),7.155756,2.675025,2.300069,0.996967
11,15,指数函数,y = 111.658263 × e^(0.026686×x),69.396460,8.330454,6.596917,0.970588
11,15,3元多项式,y = 0.023763×x³ + -1.230700×x² + 22.065344×x + 44.237851,0.024536,0.156641,0.129217,0.999990
11,16,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,16,幂函数,y = 69.615943 × x^0.379704,3.199874,1.788819,1.508020,0.998644
11,16,对数函数,y = 19.230339 + 68.330995 × ln(x),6.515887,2.552623,2.190467,0.997238
11,16,指数函数,y = 112.017951 × e^(0.026898×x),70.662251,8.406084,6.653048,0.970052
11,16,3元多项式,y = 0.026941×x³ + -1.357915×x² + 23.171340×x + 43.328074,0.022095,0.148644,0.121222,0.999991
11,17,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,17,幂函数,y = 70.324370 × x^0.377721,3.363408,1.833960,1.546997,0.998575
11,17,对数函数,y = 20.992793 + 68.003167 × ln(x),6.195778,2.489132,2.131890,0.997374
11,17,指数函数,y = 112.196873 × e^(0.027079×x),71.303655,8.444149,6.680916,0.969780
11,17,3元多项式,y = 0.028994×x³ + -1.437439×x² + 23.843137×x + 42.793946,0.020344,0.142631,0.116009,0.999991
11,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,18,幂函数,y = 70.228043 × x^0.379555,3.233315,1.798142,1.516094,0.998630
11,18,对数函数,y = 20.792706 + 68.310489 × ln(x),6.439410,2.537599,2.177061,0.997271
11,18,指数函数,y = 112.031714 × e^(0.027483×x),70.718546,8.409432,6.653978,0.970028
11,18,3元多项式,y = 0.029756×x³ + -1.458851×x² + 24.021047×x + 42.588844,0.020449,0.142999,0.114821,0.999991
11,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,19,幂函数,y = 69.268966 × x^0.382330,3.083045,1.755860,1.479477,0.998693
11,19,对数函数,y = 18.372237 + 68.783802 × ln(x),6.716228,2.591569,2.230420,0.997154
11,19,指数函数,y = 111.783511 × e^(0.027253×x),69.924638,8.362095,6.616021,0.970364
11,19,3元多项式,y = 0.028135×x³ + -1.399989×x² + 23.547900×x + 42.265545,0.017119,0.130839,0.102401,0.999993
11,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,20,幂函数,y = 69.756370 × x^0.381163,3.311305,1.819699,1.531206,0.998597
11,20,对数函数,y = 19.548965 + 68.615132 × ln(x),6.259280,2.501855,2.151035,0.997347
11,20,指数函数,y = 111.893604 × e^(0.027433×x),70.485469,8.395562,6.641478,0.970127
11,20,3元多项式,y = 0.031231×x³ + -1.522538×x² + 24.611959×x + 40.477386,0.014162,0.119004,0.085077,0.999994
11,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,21,幂函数,y = 71.034136 × x^0.377501,3.777157,1.943491,1.633121,0.998399
11,21,对数函数,y = 22.662877 + 68.031407 × ln(x),5.467669,2.338305,1.996503,0.997683
11,21,指数函数,y = 112.228536 × e^(0.027737×x),71.854584,8.476708,6.703028,0.969546
11,21,3元多项式,y = 0.037281×x³ + -1.755676×x² + 26.539068×x + 37.938012,0.013939,0.118062,0.085820,0.999994
11,22,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,22,幂函数,y = 71.828326 × x^0.374571,4.141478,2.035062,1.705513,0.998245
11,22,对数函数,y = 24.554545 + 67.558793 × ln(x),4.911213,2.216126,1.887624,0.997919
11,22,指数函数,y = 112.495637 × e^(0.027736×x),72.950519,8.541108,6.749470,0.969082
11,22,3元多项式,y = 0.040387×x³ + -1.877584×x² + 27.524069×x + 36.750665,0.014063,0.118588,0.086362,0.999994
11,23,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,23,幂函数,y = 72.326756 × x^0.373426,4.286290,2.070336,1.733613,0.998183
11,23,对数函数,y = 25.760328 + 67.372967 × ln(x),4.712456,2.170819,1.844682,0.998003
11,23,指数函数,y = 112.599272 × e^(0.027928×x),73.357429,8.564895,6.767236,0.968909
11,23,3元多项式,y = 0.043005×x³ + -1.972467×x² + 28.256010×x + 35.980585,0.013741,0.117221,0.086945,0.999994
11,24,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,24,幂函数,y = 72.641308 × x^0.372180,4.452103,2.110001,1.766137,0.998113
11,24,对数函数,y = 26.494314 + 67.172483 × ln(x),4.473401,2.115042,1.796647,0.998104
11,24,指数函数,y = 112.713356 × e^(0.027899×x),73.858000,8.594068,6.787741,0.968697
11,24,3元多项式,y = 0.043647×x³ + -1.998068×x² + 28.461393×x + 35.899440,0.013096,0.114436,0.085552,0.999994
11,25,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,25,幂函数,y = 72.749140 × x^0.370432,4.599464,2.144636,1.794330,0.998051
11,25,对数函数,y = 26.720075 + 66.877961 × ln(x),4.273700,2.067293,1.754872,0.998189
11,25,指数函数,y = 112.869694 × e^(0.027517×x),74.416260,8.626486,6.810779,0.968461
11,25,3元多项式,y = 0.042936×x³ + -1.983579×x² + 28.361252×x + 35.936390,0.012943,0.113768,0.085525,0.999995
11,26,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,26,幂函数,y = 73.087092 × x^0.368306,4.796747,2.190148,1.832856,0.997967
11,26,对数函数,y = 27.504065 + 66.520381 × ln(x),4.032498,2.008108,1.697274,0.998291
11,26,指数函数,y = 113.059524 × e^(0.027265×x),75.095972,8.665793,6.839876,0.968173
11,26,3元多项式,y = 0.043617×x³ + -2.018579×x² + 28.633827×x + 35.597942,0.013060,0.114279,0.085868,0.999994
11,27,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,27,幂函数,y = 73.648025 × x^0.366535,5.010874,2.238498,1.872628,0.997876
11,27,对数函数,y = 28.825500 + 66.230176 × ln(x),3.749841,1.936451,1.639513,0.998411
11,27,指数函数,y = 113.220370 × e^(0.027333×x),75.790089,8.705750,6.869626,0.967878
11,27,3元多项式,y = 0.044174×x³ + -2.036336×x² + 28.756519×x + 36.123360,0.011835,0.108787,0.081590,0.999995
11,28,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,28,幂函数,y = 73.870703 × x^0.366013,5.071693,2.252042,1.883438,0.997850
11,28,对数函数,y = 29.353646 + 66.144546 × ln(x),3.665584,1.914572,1.624316,0.998446
11,28,指数函数,y = 113.267982 × e^(0.027411×x),76.006123,8.718149,6.879758,0.967787
11,28,3元多项式,y = 0.044166×x³ + -2.032422×x² + 28.716394×x + 36.563770,0.011197,0.105815,0.079139,0.999995
11,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,29,幂函数,y = 73.883860 × x^0.367560,5.086309,2.255285,1.884761,0.997844
11,29,对数函数,y = 29.381004 + 66.426481 × ln(x),3.639635,1.907783,1.622491,0.998457
11,29,指数函数,y = 113.135411 × e^(0.027858×x),75.739028,8.702817,6.867507,0.967900
11,29,3元多项式,y = 0.045381×x³ + -2.064707×x² + 28.988545×x + 36.277972,0.010690,0.103394,0.078112,0.999995
11,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,30,幂函数,y = 73.529958 × x^0.368072,5.274012,2.296522,1.918129,0.997765
11,30,对数函数,y = 28.464421 + 66.543472 × ln(x),3.420286,1.849402,1.572965,0.998550
11,30,指数函数,y = 113.097367 × e^(0.027634×x),75.910207,8.712646,6.874285,0.967827
11,30,3元多项式,y = 0.044353×x³ + -2.036886×x² + 28.870624×x + 35.687445,0.009741,0.098696,0.075055,0.999996
11,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,31,幂函数,y = 73.279988 × x^0.367406,5.657700,2.378592,1.984921,0.997602
11,31,对数函数,y = 27.753169 + 66.470614 × ln(x),3.014128,1.736124,1.473878,0.998723
11,31,指数函数,y = 113.166641 × e^(0.027185×x),76.568115,8.750321,6.903163,0.967549
11,31,3元多项式,y = 0.043167×x³ + -2.011109×x² + 28.794995×x + 34.893912,0.009315,0.096512,0.073446,0.999996
11,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
11,32,幂函数,y = 75.006756 × x^0.368571,6.195323,2.489041,2.074918,0.997374
11,32,对数函数,y = 31.844173 + 66.744423 × ln(x),2.510575,1.584479,1.339985,0.998936
11,32,指数函数,y = 113.081773 × e^(0.029288×x),77.053886,8.778034,6.924159,0.967343
11,32,3元多项式,y = 0.054747×x³ + -2.371362×x² + 31.501225×x + 33.082372,0.008790,0.093757,0.071176,0.999996
12,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,1,幂函数,y = 75.628393 × x^0.365512,5.480180,2.340978,1.968351,0.997677
12,1,对数函数,y = 33.508368 + 66.102551 × ln(x),3.276419,1.810088,1.509990,0.998611
12,1,指数函数,y = 113.328405 × e^(0.029066×x),76.892366,8.768829,6.935795,0.967411
12,1,3元多项式,y = 0.043893×x³ + -1.965378×x² + 28.238970×x + 40.841128,0.032008,0.178909,0.150612,0.999986
12,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,2,幂函数,y = 72.856150 × x^0.372182,4.694025,2.166570,1.825165,0.998011
12,2,对数函数,y = 26.961045 + 67.205656 × ln(x),4.193850,2.047889,1.721918,0.998223
12,2,指数函数,y = 112.727138 × e^(0.028109×x),74.481285,8.630254,6.829625,0.968433
12,2,3元多项式,y = 0.036256×x³ + -1.706372×x² + 26.258572×x + 40.800870,0.034098,0.184657,0.154742,0.999986
12,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,3,幂函数,y = 70.951339 × x^0.376917,4.133653,2.033139,1.716721,0.998248
12,3,对数函数,y = 22.344065 + 67.979103 × ln(x),4.974004,2.230248,1.882406,0.997892
12,3,指数函数,y = 112.296695 × e^(0.027476×x),72.720412,8.527626,6.750590,0.969179
12,3,3元多项式,y = 0.031544×x³ + -1.537861×x² + 24.879716×x + 41.021677,0.035064,0.187254,0.156892,0.999985
12,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,4,幂函数,y = 69.843883 × x^0.378557,3.885273,1.971110,1.667312,0.998353
12,4,对数函数,y = 19.587026 + 68.236145 × ln(x),5.358890,2.314928,1.954887,0.997729
12,4,指数函数,y = 112.144451 × e^(0.026799×x),71.994326,8.484947,6.717125,0.969487
12,4,3元多项式,y = 0.028887×x³ + -1.446532×x² + 24.094415×x + 40.951527,0.035340,0.187990,0.157511,0.999985
12,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,5,幂函数,y = 69.523322 × x^0.378704,3.750311,1.936572,1.638494,0.998411
12,5,对数函数,y = 18.802991 + 68.241106 × ln(x),5.578125,2.361805,1.996854,0.997636
12,5,指数函数,y = 112.125974 × e^(0.026519×x),71.728300,8.469256,6.704536,0.969600
12,5,3元多项式,y = 0.028151×x³ + -1.421827×x² + 23.850977×x + 40.977566,0.035047,0.187207,0.156343,0.999985
12,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,6,幂函数,y = 69.462534 × x^0.379181,3.679775,1.918274,1.623608,0.998440
12,6,对数函数,y = 18.668704 + 68.315909 × ln(x),5.687578,2.384864,2.017633,0.997589
12,6,指数函数,y = 112.081137 × e^(0.026587×x),71.495385,8.455494,6.692384,0.969699
12,6,3元多项式,y = 0.028819×x³ + -1.447650×x² + 24.059389×x + 40.505665,0.032433,0.180093,0.149669,0.999986
12,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,7,幂函数,y = 68.142073 × x^0.384084,3.296945,1.815749,1.539815,0.998603
12,7,对数函数,y = 15.352406 + 69.132166 × ln(x),6.392392,2.528318,2.139649,0.997291
12,7,指数函数,y = 111.636821 × e^(0.026563×x),69.861816,8.358338,6.621045,0.970391
12,7,3元多项式,y = 0.027860×x³ + -1.409844×x² + 23.741438×x + 39.579872,0.034617,0.186056,0.153816,0.999985
12,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,8,幂函数,y = 66.631894 × x^0.389186,2.929397,1.711548,1.453280,0.998758
12,8,对数函数,y = 11.466155 + 69.981449 × ln(x),7.139296,2.671946,2.267544,0.996974
12,8,指数函数,y = 111.174745 × e^(0.026375×x),68.250236,8.261370,6.551104,0.971074
12,8,3元多项式,y = 0.025240×x³ + -1.305163×x² + 22.833788×x + 39.701432,0.036353,0.190664,0.157917,0.999985
12,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,9,幂函数,y = 65.815141 × x^0.392431,2.712888,1.647085,1.399650,0.998850
12,9,对数函数,y = 9.341564 + 70.521566 × ln(x),7.617836,2.760043,2.346652,0.996771
12,9,指数函数,y = 110.880458 × e^(0.026390×x),67.244398,8.200268,6.506876,0.971500
12,9,3元多项式,y = 0.024092×x³ + -1.256516×x² + 22.400944×x + 39.756970,0.036386,0.190752,0.158112,0.999985
12,10,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,10,幂函数,y = 66.007124 × x^0.392009,2.687749,1.639436,1.392910,0.998861
12,10,对数函数,y = 9.875085 + 70.441124 × ln(x),7.670682,2.769600,2.357279,0.996749
12,10,指数函数,y = 110.916630 × e^(0.026478×x),67.292058,8.203174,6.508220,0.971480
12,10,3元多项式,y = 0.024018×x³ + -1.250651×x² + 22.329968×x + 40.296316,0.036202,0.190268,0.157911,0.999985
12,11,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,11,幂函数,y = 67.063755 × x^0.388244,2.862464,1.691882,1.434953,0.998787
12,11,对数函数,y = 12.651235 + 69.800974 × ln(x),7.256845,2.693853,2.296497,0.996924
12,11,指数函数,y = 111.255678 × e^(0.026572×x),68.364260,8.268268,6.553251,0.971026
12,11,3元多项式,y = 0.024722×x³ + -1.276951×x² + 22.541404×x + 41.226253,0.032618,0.180605,0.149819,0.999986
12,12,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,12,幂函数,y = 67.397418 × x^0.388479,2.762808,1.662170,1.408762,0.998829
12,12,对数函数,y = 13.584289 + 69.823912 × ln(x),7.474188,2.733896,2.336155,0.996832
12,12,指数函数,y = 111.231084 × e^(0.026979×x),68.159994,8.255907,6.542920,0.971112
12,12,3元多项式,y = 0.025002×x³ + -1.278991×x² + 22.534232×x + 42.061248,0.032213,0.179480,0.148937,0.999986
12,13,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,13,幂函数,y = 67.173433 × x^0.389323,2.603867,1.613650,1.365002,0.998896
12,13,对数函数,y = 13.053015 + 69.943820 × ln(x),7.839479,2.799907,2.403303,0.996677
12,13,指数函数,y = 111.151292 × e^(0.026976×x),67.768633,8.232171,6.522634,0.971278
12,13,3元多项式,y = 0.022904×x³ + -1.190189×x² + 21.724165×x + 43.811909,0.030103,0.173503,0.144431,0.999987
12,14,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,14,幂函数,y = 67.092273 × x^0.388777,2.558234,1.599448,1.349471,0.998916
12,14,对数函数,y = 12.855632 + 69.836313 × ln(x),7.955684,2.820582,2.428558,0.996628
12,14,指数函数,y = 111.198291 × e^(0.026749×x),67.843276,8.236703,6.526942,0.971246
12,14,3元多项式,y = 0.020943×x³ + -1.110836×x² + 20.996133×x + 45.355473,0.026670,0.163309,0.136346,0.999989
12,15,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,15,幂函数,y = 67.475291 × x^0.386989,2.656433,1.629857,1.373737,0.998874
12,15,对数函数,y = 13.833457 + 69.536342 × ln(x),7.703389,2.775498,2.391636,0.996735
12,15,指数函数,y = 111.359062 × e^(0.026669×x),68.349718,8.267389,6.549433,0.971032
12,15,3元多项式,y = 0.021840×x³ + -1.149999×x² + 21.341548×x + 44.923437,0.024972,0.158027,0.130816,0.999989
12,16,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,16,幂函数,y = 68.752028 × x^0.382881,2.950120,1.717591,1.448103,0.998750
12,16,对数函数,y = 17.079913 + 68.856427 × ln(x),7.030699,2.651547,2.280207,0.997020
12,16,指数函数,y = 111.730779 × e^(0.026875×x),69.640578,8.345093,6.607229,0.970485
12,16,3元多项式,y = 0.024807×x³ + -1.270352×x² + 22.413867×x + 44.040995,0.022766,0.150884,0.124004,0.999990
12,17,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,17,幂函数,y = 69.256877 × x^0.380555,3.114161,1.764699,1.488170,0.998680
12,17,对数函数,y = 18.331328 + 68.468992 × ln(x),6.680983,2.584760,2.220074,0.997168
12,17,指数函数,y = 111.940396 × e^(0.026763×x),70.359022,8.388028,6.638851,0.970180
12,17,3元多项式,y = 0.025934×x³ + -1.319235×x² + 22.834046×x + 43.583380,0.020854,0.144410,0.118129,0.999991
12,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,18,幂函数,y = 69.093869 × x^0.381479,3.064935,1.750696,1.475792,0.998701
12,18,对数函数,y = 17.925742 + 68.626451 × ln(x),6.774314,2.602751,2.237614,0.997129
12,18,指数函数,y = 111.857423 × e^(0.026846×x),70.081076,8.371444,6.625521,0.970298
12,18,3元多项式,y = 0.026229×x³ + -1.329929×x² + 22.929050×x + 43.220474,0.020494,0.143156,0.115694,0.999991
12,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,19,幂函数,y = 68.740875 × x^0.383484,2.975407,1.724937,1.454023,0.998739
12,19,对数函数,y = 17.037151 + 68.971463 × ln(x),6.938328,2.634071,2.268634,0.997059
12,19,指数函数,y = 111.678402 × e^(0.027024×x),69.527242,8.338300,6.598431,0.970533
12,19,3元多项式,y = 0.026536×x³ + -1.339565×x² + 23.027038×x + 42.662993,0.017203,0.131161,0.103862,0.999993
12,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,20,幂函数,y = 69.446503 × x^0.382376,3.185096,1.784684,1.501875,0.998650
12,20,对数函数,y = 18.793806 + 68.811072 × ln(x),6.501372,2.549779,2.194927,0.997245
12,20,指数函数,y = 111.782834 × e^(0.027446×x),70.048908,8.369523,6.622177,0.970312
12,20,3元多项式,y = 0.030281×x³ + -1.483755×x² + 24.280327×x + 40.882729,0.014738,0.121402,0.088140,0.999994
12,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
12,21,幂函数,y = 70.148111 × x^0.379399,3.587584,1.894092,1.592131,0.998479
