row,col,幂函数,对数函数,指数函数,3元多项式,常数模型
18,26,nan,nan,nan,nan,149.83333333333334
18,27,nan,nan,nan,nan,149.83333333333334
18,28,nan,nan,nan,nan,149.83333333333334
18,29,nan,nan,nan,nan,149.83333333333334
18,30,nan,nan,nan,nan,149.83333333333334
18,31,nan,nan,nan,nan,149.83333333333334
18,32,nan,nan,nan,nan,149.83333333333334
19,1,nan,nan,nan,nan,149.83333333333334
19,2,nan,nan,nan,nan,149.83333333333334
19,3,nan,nan,nan,nan,149.83333333333334
19,4,nan,nan,nan,nan,149.83333333333334
19,5,nan,nan,nan,nan,149.83333333333334
19,6,nan,nan,nan,nan,149.83333333333334
19,7,nan,nan,nan,nan,149.83333333333334
19,8,nan,nan,nan,nan,149.83333333333334
19,9,nan,nan,nan,nan,149.83333333333334
19,10,nan,nan,nan,nan,149.83333333333334
19,11,nan,nan,nan,nan,149.83333333333334
19,12,nan,nan,nan,nan,149.83333333333334
19,13,nan,nan,nan,nan,149.83333333333334
19,14,nan,nan,nan,nan,149.83333333333334
19,15,nan,nan,nan,nan,149.83333333333334
19,16,nan,nan,nan,nan,149.83333333333334
19,17,nan,nan,nan,nan,149.83333333333334
19,18,nan,nan,nan,nan,149.83333333333334
19,19,nan,nan,nan,nan,149.83333333333334
19,20,nan,nan,nan,nan,149.83333333333334
19,21,nan,nan,nan,nan,149.83333333333334
19,22,nan,nan,nan,nan,149.83333333333334
19,23,nan,nan,nan,nan,149.83333333333334
19,24,nan,nan,nan,nan,149.83333333333334
19,25,nan,nan,nan,nan,149.83333333333334
19,26,nan,nan,nan,nan,149.83333333333334
19,27,nan,nan,nan,nan,149.83333333333334
19,28,nan,nan,nan,nan,149.83333333333334
19,29,nan,nan,nan,nan,149.83333333333334
19,30,nan,nan,nan,nan,149.83333333333334
19,31,nan,nan,nan,nan,149.83333333333334
19,32,nan,nan,nan,nan,149.83333333333334
20,1,nan,nan,nan,nan,149.83333333333334
20,2,nan,nan,nan,nan,149.83333333333334
20,3,nan,nan,nan,nan,149.83333333333334
20,4,nan,nan,nan,nan,149.83333333333334
20,5,nan,nan,nan,nan,149.83333333333334
20,6,nan,nan,nan,nan,149.83333333333334
20,7,nan,nan,nan,nan,149.83333333333334
20,8,nan,nan,nan,nan,149.83333333333334
20,9,nan,nan,nan,nan,149.83333333333334
20,10,nan,nan,nan,nan,149.83333333333334
20,11,nan,nan,nan,nan,149.83333333333334
20,12,nan,nan,nan,nan,149.83333333333334
20,13,nan,nan,nan,nan,149.83333333333334
20,14,nan,nan,nan,nan,149.83333333333334
20,15,nan,nan,nan,nan,149.83333333333334
20,16,nan,nan,nan,nan,149.83333333333334
20,17,nan,nan,nan,nan,149.83333333333334
20,18,nan,nan,nan,nan,149.83333333333334
20,19,nan,nan,nan,nan,149.83333333333334
20,20,nan,nan,nan,nan,149.83333333333334
20,21,nan,nan,nan,nan,149.83333333333334
20,22,nan,nan,nan,nan,149.83333333333334
20,23,nan,nan,nan,nan,149.83333333333334
20,24,nan,nan,nan,nan,149.83333333333334
20,25,nan,nan,nan,nan,149.83333333333334
20,26,nan,nan,nan,nan,149.83333333333334
20,27,nan,nan,nan,nan,149.83333333333334
20,28,nan,nan,nan,nan,149.83333333333334
20,29,nan,nan,nan,nan,149.83333333333334
20,30,nan,nan,nan,nan,149.83333333333334
20,31,nan,nan,nan,nan,149.83333333333334
20,32,nan,nan,nan,nan,149.83333333333334
